año,mes,Id_suc,Formato,VentaTotal,VentaOftálmico,VentaSolar,VentaLenteContacto,VentaOtros,Descuento_Oftálmico,Descuento_Solar,Descuento_LenteContacto,Descuento_Otros,mes_num,fecha
2022,enero,42,E,68.30697857,19.36261583,15.8575098,16.83764131,16.24921163,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,43,E,67.13244576,18.75837366,16.28707864,16.23169216,15.85530129,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,44,E,69.77073054,19.40136124,16.51357776,17.06607883,16.78971271,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,45,E,65.83489608,19.13457618,15.82493191,14.71241458,16.16297341,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,46,E,65.58858702,18.55486193,14.48641213,16.34865166,16.1986613,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,47,E,65.07930577,18.79291304,15.31758595,15.0541746,15.91463217,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,48,E,68.38800264,19.68334595,14.91345596,17.11743994,16.67376079,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,49,E,66.81646669,18.84841602,15.51515474,16.84312902,15.60976691,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,50,E,64.33774705,17.9096551,15.114066,16.58703622,14.72698973,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,51,E,69.45493578,19.43530617,16.02312541,17.1951097,16.8013945,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,52,C,71.34610276,19.81834275,16.96297631,17.38470517,17.18007853,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,53,E,69.15730763,19.2065575,16.56776901,16.54159712,16.84138399,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,54,E,64.60868794,18.57407971,14.46051736,15.98821473,15.58587613,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,55,E,67.76512502,18.88762971,15.39118484,16.59321119,16.89309928,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,56,E,66.28913504,18.52293043,15.65478954,15.95698749,16.15442758,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,57,E,67.17289276,18.99431777,15.9066336,16.24596102,16.02598036,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,58,E,66.43504893,19.02335055,15.34936248,15.75122606,16.31110984,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,59,E,68.57799321,19.30255393,15.79775264,16.54883857,16.92884807,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,60,E,70.00452601,19.95471816,16.08629534,16.49474968,17.46876283,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,61,E,65.7803115,18.79504726,14.90810477,16.36253092,15.71462855,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,62,E,68.94586632,18.93295931,16.72873041,16.79562145,16.48855515,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,63,E,68.74286334,19.12347623,15.97202887,16.93527298,16.71208526,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,64,C,68.75901124,19.52334813,15.48453726,16.82494848,16.92617737,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,65,E,63.34380614,18.55015517,12.46458334,16.1988458,16.13022183,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,66,C,68.91461498,19.13548667,16.686303,16.07643998,17.01638533,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,67,C,68.37454246,18.98292735,16.32103649,16.61565365,16.45492497,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,68,E,65.35396947,18.56244937,15.98513552,14.97144791,15.83493667,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,69,E,66.55272139,18.54913552,15.30391014,16.17551514,16.52416058,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,70,E,66.07798121,19.1304687,14.751996,16.45677973,15.73873679,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,71,C,71.35259643,19.62027799,16.66338067,17.59580626,17.47313152,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,72,E,68.1709619,19.06130229,15.56748916,16.9415252,16.60064525,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,73,E,67.09904148,18.58988329,15.66836513,16.73284876,16.1079443,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,74,C,69.68075866,19.42971473,17.19562049,16.77571928,16.27970417,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,75,E,66.77162159,18.50378952,15.76853817,16.59426772,15.90502619,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,76,C,74.73183429,20.54278059,17.70759613,18.37405025,18.10740732,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,77,C,69.69121505,19.33264212,16.90126633,17.11119926,16.34610733,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,78,E,67.7930359,18.92226177,15.88300603,16.55318428,16.43458382,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,79,E,68.70990304,19.23553215,16.12903559,17.03893602,16.30639928,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,80,E,67.62586653,18.96724024,16.33594521,16.22254575,16.10013533,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,81,C,71.99951612,19.86832652,17.5965817,17.15688716,17.37772074,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,82,E,65.89288132,18.74203209,15.0631174,15.90403572,16.18369611,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,83,E,65.12175814,18.81630425,14.93979059,15.88490176,15.48076154,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,84,E,61.89237808,18.56851437,13.30967248,14.277356,15.73683523,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,85,C,67.91294017,19.16991521,15.78136338,16.26028942,16.70137216,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,86,E,66.85825007,18.96630192,15.43667939,16.39459038,16.06067838,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,87,C,68.64077125,19.07690976,16.19032328,16.69611252,16.67742568,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,88,E,69.60578372,19.2071361,16.97200021,17.2817151,16.1449323,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,89,C,70.18275344,19.6249615,16.56770523,17.2981343,16.69195241,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,90,E,71.37990374,19.70466826,16.64766452,17.78065718,17.24691378,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,91,C,69.31458035,19.32759566,16.33899669,16.62587664,17.02211135,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,92,E,66.95299523,19.07346936,15.8482535,16.29766342,15.73360895,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,93,E,66.2422564,18.71799627,16.01062179,16.21902637,15.29461197,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,94,E,69.10641047,19.04676355,16.51828017,17.03041852,16.51094822,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,95,E,65.86737239,18.5792047,15.04046177,16.15462043,16.09308549,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,96,C,68.97891492,19.3100565,16.39928167,16.58044506,16.68913169,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,97,E,69.60676223,19.07958838,16.61881033,17.16411556,16.74424796,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,98,C,70.51760414,19.81531771,16.78715504,16.99055988,16.92457152,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,99,E,68.14509281,19.39701993,14.2985538,17.26457704,17.18494204,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,100,E,69.55639792,19.67634806,16.27842719,16.60477201,16.99685065,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,101,E,68.94302356,19.61768331,15.19023828,17.12386139,17.01124057,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,102,E,65.74599661,18.6461895,15.66254704,15.55298982,15.88427025,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,103,C,67.34411648,19.5438458,15.39035703,16.33995838,16.06995528,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,104,E,66.57467563,18.97691367,15.82907936,16.10440232,15.66428028,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,105,C,68.33270896,19.12917948,16.33795381,16.13907406,16.7265016,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,106,E,70.91343456,19.73531529,16.67238298,17.2753227,17.23041359,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,107,E,66.81797286,18.60373537,15.6129207,16.3606496,16.2406672,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,108,E,65.42963846,19.20003773,13.88876102,16.78346045,15.55737926,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,109,C,70.39448717,19.50359377,16.64377048,16.87412373,17.37299918,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,110,E,67.79141786,18.96935691,16.04283317,16.07445719,16.70477059,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,111,E,66.7800855,18.76689112,14.46887687,17.03073974,16.51357776,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,112,C,69.59873181,19.54440182,16.40612766,16.8348617,16.81334063,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,113,E,67.84477707,19.2256689,16.7764961,15.16953996,16.67307212,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,114,C,66.77017474,19.074744,15.71642334,15.96727276,16.01173463,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,115,E,66.95596697,18.75997756,15.10666972,16.44083111,16.64848858,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,116,E,65.49561374,18.22467803,15.20679246,16.04509476,16.0190485,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,117,E,66.65855783,18.59611195,15.70409421,16.33248096,16.02587071,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,118,E,66.24595191,19.03015279,14.83291279,16.29783053,16.0850558,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,119,E,65.04412787,18.6378867,15.67102699,15.10308895,15.63212523,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,120,C,68.0474532,19.1661879,15.58808721,16.81009217,16.48308593,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,121,E,68.92964439,19.15893034,16.52429382,16.30108365,16.94533657,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,122,C,67.4534208,18.76665059,16.40725164,16.24807073,16.03144784,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,123,A,67.20466443,18.28514735,16.0737257,16.41463835,16.43115303,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,124,F,65.65792054,18.29910051,14.77217518,16.48315534,16.1034895,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,125,A,64.91149837,18.68276805,14.86703124,15.45741566,15.90428343,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,126,C,70.10358716,19.0900986,16.97140398,17.20385908,16.8382255,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,127,E,67.29023651,19.04954537,16.02871784,15.37049228,16.84148101,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,128,E,69.34974335,19.50861624,16.30174965,16.8265747,16.71280276,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,129,C,71.25092253,19.86155325,17.22817527,16.83300432,17.32818968,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,130,C,69.47430645,19.2859855,17.08500345,16.51646901,16.5868485,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,131,E,65.87702007,18.78802853,15.11787968,16.77431948,15.19679238,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,132,E,67.7742625,18.7559165,15.85971345,16.79617995,16.3624526,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,133,C,70.47922259,19.82871458,17.42659062,16.55879919,16.66511819,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,134,A,67.1975713,19.20287764,15.9245109,16.20427335,15.86590941,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,135,E,67.99004072,18.91079333,15.52189368,17.14785792,16.4094958,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,136,C,67.07630086,19.20900173,15.15024843,16.89037743,15.82667326,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,137,A,61.14334157,17.94322542,12.46458334,15.25344815,15.48208466,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,138,C,69.09932201,19.65168002,16.45421068,16.3228308,16.6706005,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,139,C,69.95308848,19.99358952,16.6487239,16.37629742,16.93447765,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,140,C,70.09907033,19.60654049,16.62473251,16.80602926,17.06176806,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,141,C,67.37485573,18.91769138,15.92135057,16.41871863,16.11709515,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,142,A,64.48326984,18.07169048,15.86410622,15.26477972,15.28269342,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,143,F,65.34501869,18.59631331,14.88159965,15.24653925,16.62056647,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,144,F,66.15851717,18.84944563,15.42053876,15.58246491,16.30606788,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,145,C,68.88458299,19.38280107,16.12029323,16.89874992,16.48273876,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,146,C,68.80470365,19.18264945,16.47289884,16.74205351,16.40710185,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,147,E,68.55148501,19.19810933,16.31020251,16.23383215,16.80934102,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,148,C,67.37957389,19.22671008,16.31972952,15.07055663,16.76257766,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,149,E,67.81750935,19.67086611,16.00099988,15.62035077,16.52529259,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,150,E,67.14033164,18.91798942,15.46493812,16.25017599,16.5072281,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,151,C,64.20415232,18.80607919,14.36997022,15.49036161,15.5377413,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,152,A,66.04049717,18.63807178,15.49968482,15.97653209,15.92620849,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,153,E,67.48275125,19.14290117,15.77743465,15.65064875,16.91176667,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,154,E,66.36270172,18.91302666,16.55912093,14.30715336,16.58340076,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,155,E,68.50610976,19.30956328,16.43356311,16.20592336,16.55706001,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,156,E,68.79272564,19.49531791,14.96924215,17.08157527,17.24659031,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,157,E,67.46460787,18.95705715,15.25178485,16.76362698,16.49213889,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,158,C,69.89896084,19.6468445,16.26789402,16.9405591,17.04366322,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,159,E,68.79504083,19.2028136,15.68577309,16.72109928,17.18535486,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,160,E,67.9150352,18.55572724,16.35079342,16.57590017,16.43261438,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,161,A,67.7228099,18.71700784,15.77715344,16.87200862,16.35664,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,162,E,65.51847214,18.6156141,14.97207724,15.95286717,15.97791362,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,163,E,68.34403231,18.89071562,16.26063634,16.93743486,16.25524549,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,164,F,67.47624366,18.88482348,15.40188453,16.50709257,16.68244308,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,165,E,66.94822733,18.96486377,16.17154163,16.30954212,15.50227981,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,166,E,67.77333008,19.39896927,15.2352397,15.73756703,17.40155408,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,167,C,70.58337631,19.67165354,16.54538748,17.3707729,16.99556239,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,168,A,63.32965535,18.44460233,14.90474568,14.5819082,15.39839914,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,169,E,65.44974389,18.84150069,15.22503305,15.72889752,15.65431263,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,170,E,71.11262307,19.54322113,17.53416724,17.19326871,16.841966,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,171,C,69.68357845,19.24301678,15.97883358,17.29954673,17.16218135,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,172,C,68.57740795,19.07362032,16.55188903,16.58358912,16.36830947,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,173,C,66.37315777,18.68658489,16.09840302,16.00212347,15.58604639,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,174,D,71.05304381,19.84691911,17.42513033,16.51074566,17.27024871,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,175,D,66.19719834,18.59502893,16.12536913,15.52984888,15.94695139,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,176,D,71.3629353,20.10155893,17.06452754,17.41452001,16.78232882,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,177,D,68.723457,19.27560658,16.75657543,16.78996812,15.90130687,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,178,D,68.68653682,18.75237013,16.5922158,16.62068747,16.72126342,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,179,D,69.63065961,19.25343333,17.11526566,16.24155145,17.02040915,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,180,A,66.88414141,18.79343669,15.64263717,16.37591112,16.07215642,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,181,D,66.09168241,18.57520278,16.31907539,15.63391196,15.56349228,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,182,D,65.3972328,18.51737179,16.08732712,15.23620635,15.55632755,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,183,D,67.9101986,19.27149385,16.62352675,16.17759022,15.83758778,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,184,D,67.63786492,18.84040372,16.66927596,16.10935759,16.01882765,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,185,D,67.13727326,18.87122756,15.87678813,15.87729716,16.5119604,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,186,D,69.42081616,19.05118627,17.22255746,16.19125317,16.95581925,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,187,A,66.01314095,18.7445742,15.328878,15.69787217,16.24181658,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,188,F,50.15966614,18.16110658,0,15.68654321,16.31201634,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,189,D,66.14429759,18.83257845,16.33763271,15.44082182,15.53326461,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,190,D,64.08321446,18.0669016,15.29233095,15.40617332,15.31780859,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,191,D,65.8120439,18.61735711,14.9329446,16.04045838,16.22128381,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,192,D,68.13717407,18.32774275,17.23915413,16.31817526,16.25210193,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,193,D,66.16422956,18.46848947,15.53380288,16.10115293,16.06078428,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,194,D,69.03404026,18.91213393,17.13831387,16.29389599,16.68969647,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,195,D,67.58923854,18.79603023,16.36815373,15.9828485,16.44220608,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,196,D,65.59804185,18.49049594,16.00021261,15.20255464,15.90477866,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,197,A,64.3025276,17.71292741,15.86526579,15.35173241,15.37260199,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,198,F,67.01456609,18.35781549,15.81387761,16.76310246,16.07977054,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,199,F,64.82644092,18.16550458,14.43662454,16.15404178,16.07027002,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
2022,enero,200,F,67.63569664,18.82891535,16.34873107,16.75926509,15.69878514,0.4,0.3,0.2,0.09,1,01/01/2022 00:00
